Key,Id,Korean(ko)
CQ_Name_45,44007851671150598,십년의 직원
CQ_Desc_46,44007851671150601,"'세기의 직원' 상은 과거에는 사후에 수여되었지만, 이제 새로운 방식을 시도하고 있어. 스퀴시, 네가 역사를 만들고 있는 거야. 그리고 더 중요한 건, 네가 돈도 벌고 있다는 거지."
CQ_Name_46,44007851671150600,세기의 직원
CQ_Desc_47,44007851671150603,나는 <b><i>단 한 번도</i></b> '천년의 직원' 상을 수여한 적이 없어. 네가 최초가 될 거야. 한번 생각해 봐. 난 진심이야. 승진하는 동안 계속 생각해 봐.
CQ_Name_47,44007851671150602,천년의 직원
CQ_Desc_48,44007851671150605,"이제는 나도 그 뜻을 찾아봐야 할 정도라니까. 지질학적으로 말하자면 시대는 아주 긴 시간을 의미하지. 직원 표창의 관점에서 보면, 정말 대단하다는 뜻이야."
CQ_Name_48,44007851671150604,시대의 직원
CQ_Desc_49,44007851671150607,"스퀴시, 내 친구. 이제 시간 단위도 거의 다 떨어졌어. 영겁은 10억 년이지. 어떤 회사도 10억 년이나 운영된 곳은 없어. 우리는 인사 관리의 한계를 시험하고 있고, 난 그걸 존중하고 있지."
CQ_Name_49,44007851671150606,영겁의 직원
CQ_Desc_50,44007851671150609,"해냈잖아. 트로피 하나 만들었는데, 고기 패티처럼 생겼어. 네 이름을 적어야 하는데 이름을 모르니까 ""스퀴시""라고 적었어. 이름이 스퀴시 맞지? 축하해. 진심이야."
CQ_Name_50,44007851671150608,역대 최고의 직원
CQ_Desc_51,49303764673224704,"스퀴시, 수생 생물 메뉴가 부진해서 표본이 필요해. 낚싯대를 가져가서 물 균열을 찾은 다음 잡은 물고기를 전부 가져와. 물고기로 뭘 할 건지는 묻지 말고."
CQ_Name_51,49303764669030400,전부 사로잡아
CQ_Desc_52,50434728753356800,"""점액 균열""이라는 이름이 식욕에 도움이 안 된다는 건 알아. ""가공육 제품""도 마찬가지지만, 그게 바로 우리의 베스트셀러지. 과정을 믿어, 스퀴시. 어서 가서 낚시나 해."
CQ_Name_52,50434728719802368,더 많이 붙잡는 거야
CQ_Desc_53,50441586511699969,"랭거스 코퍼레이션의 광물 채굴 부서 전체가 바로 너야. 예산도 없고, 장비도 없고, 지원 인력도 없지. 나가서 찾을 수 있는 모든 종류의 광물을 캐내도록 해. 그건 문제가 아니라 기회야."
CQ_Name_53,50441586511699968,광물 사냥개
CQ_Desc_54,50441586511699971,"랭거스 코퍼레이션은 혁신을 사랑하지. 다른 사람들이 이미 혁신한 것을 찾아내고, 그것을 합법적으로(대부분의 경우) 인수하는 것도 좋아해. 찾을 수 있는 모든 종류의 고대 기술을 수집하기도 하지. ""경쟁사 조사""라고 불러."
CQ_Name_54,50441586511699970,기술 수집가
CQ_Name_55,51528551927635968,프랑켄 펠러 v2 (일반)
CQ_Name_56,51548701930283008,프랑켄 펠러 v3 (어려움)
CQ_Name_57,51548701934477313,프랑켄 펠러 v4 (악몽)
CQ_Name_58,51548701934477315,반지의 제왕 v2 (일반)
CQ_Name_59,51558077172801537,반지의 제왕 v3 (어려움)
CQ_Name_60,51558077172801538,반지의 제왕 v4 (악몽)
CQ_Desc_61,51597951024226304,"그건 뭐야, 스퀴시? 미지의 세계로 뛰어들어 저 밖에 뭐가 있는지 알아보고 싶다고? 좋은 계획인 것 같은데!"
CQ_Name_61,51597950990671872,이계의 힘 v1
CQ_Desc_62,55501898636431360,"이것 봐, 해냈어! 다시 한번 해 볼래?"
CQ_Name_62,51597951024226305,이계의 힘 v2 (일반)
CQ_Desc_63,55501898653208576,"이런, 이런, 정말 잘하잖아!"
CQ_Name_63,51597951024226306,이계의 힘 v3 (어려움)
CQ_Desc_64,55501898653208577,"음, 지금 내 기분이 어떤지 설명을 못 하겠군. 이게 자랑스럽다는 건가? 잘했어, 스퀴시."
CQ_Name_64,51597951024226307,이계의 힘 v4 (악몽)
CQ_Desc_65,53001828336394240,보통맛 난이도로 게임을 클리어하면 더 큰 도전과 더 많은 보상이 잠금 해제돼.<br><br>보상:<br><b>은하계 지도에서 매운맛 난이도 잠금 해제<br>칼 코인 5개</b>
CQ_Name_65,53001828328005632,강해지는 압박
CQ_Desc_66,53001828336394242,매운맛 난이도로 행성계를 클리어하면 더 큰 도전과 더 많은 보상이 잠금 해제돼.
CQ_Name_66,53001828336394241,도전에 맞서라
CQ_Desc_67,53001828336394244,아주매운맛 난이도로 행성계를 클리어하면 짜릿한 악몽 난이도가 잠금 해제돼.
CQ_Name_67,53001828336394243,악몽을 해제해라
CQ_Desc_68,53001828336394246,악몽이 끝이 아니야...
CQ_Name_68,53001828336394245,이건 정말 잔인한데
CQ_Desc_69,53040012592144384,유탄 발사기는 엄밀히 말하면 근접전용으로는 적합하지 않아. 하지만 그런 상황에서도 250개의 주요 명령을 완료했다고? 그건 분명 뭔가 특별한 비법을 터득한 사람이겠지.
CQ_Name_69,53040012566978560,마스터 블래스터: 유탄 발사기
CQ_Desc_70,53046729770000384,"매그넘이 모습을 드러냈어. ""나는 여기 있고, 진심이다."" 250개의 주요 명령. 직접 말하게 두자고."
CQ_Name_70,53046729765806080,마스터 블래스터: 매그넘
CQ_Desc_71,53046729770000386,"훌륭한 직원은 자신의 도구를 잘 알고, 최고의 직원은 도구를 완벽하게 다룰 줄 알지. 스퀴시, 권총의 진짜 성능을 보여줘. 내가 지켜볼게."
CQ_Name_71,53046729770000385,마스터 블래스터: 권총
CQ_Desc_72,53046729770000388,"플라즈마 캐스터는 내가 현장 생활을 하던 시절에 가장 선호하던 무기였지. 우아하고 효율적이며, 근거리에서는 엄청난 위력을 자랑하거든. 250개의 주요 명령. 자, 이제 네 실력 좀 볼까."
CQ_Name_72,53046729770000387,마스터 블래스터: 플라즈마 캐스터
CQ_Desc_73,53046729770000390,"레일건은 인내심, 정확성, 그리고 부수적인 피해에 대한 완전한 무관심을 요구하지."
CQ_Name_73,53046729770000389,마스터 블래스터: 레일건
CQ_Desc_74,53046729770000392,소총은 신뢰할 수 있는 무기야. 화려하진 않지만 언제나 그 자리에 있거든. 어떤 직원들은 소총의 존재를 간과해. 그런 직원들은 틀렸어. 250개의 주요 명령이 있잖아. 최소한 존중은 보여줘야지.
CQ_Name_74,53046729770000391,마스터 블래스터: 소총
CQ_Desc_75,53046729770000394,내 직원 중에는 로켓 발사기를 요구하는 특정 유형이 있어. 그 직원들의 공통점이 뭔지 알아? 바로 결과야.
CQ_Name_75,53046729770000393,마스터 블래스터: 로켓 발사기
CQ_Desc_76,53046729770000396,"산탄총은 철학이야, 스퀴시. 방대함. 헌신. 어떤 질문에도 답을 제시하지. 250개의 주요 명령이야, 스퀴시. 열정을 기대할게."
CQ_Name_76,53046729770000395,마스터 블래스터: 산탄총
CQ_Desc_77,53046729770000398,"기관단총은 ""할 말이 많은데 빠르게 말하겠어""라고 말하는 것과 마찬가지지. 난 그런 에너지를 존중해. 자, 이제 네가 주요 명령을 얼마나 빠르게 처리할 수 있는지 볼까."
CQ_Name_77,53046729770000397,마스터 블래스터: 기관단총
CQ_Desc_79,54162277236989952,"랭거스는 다재다능한 직원을 선호해, 꼬마 친구. 그리고 이 부서에서 '다재다능'하다는 건 화기에 능통하다는 뜻이지. 무기를 종류별로 하나씩 마련하고 각각 실사격 시간을 두둑이 쌓아 두라고. 다음 분기 평가 전까지 사격장 벽에 네 이름이 떡하니 올려져 있으면 좋겠군."
CQ_Name_79,54162277232795648,무기 전문가
CQ_Desc_80,54162277236989954,"스퀴시, 너의 교체 횟수를 확인하고 있는데, 이게 예술인지 아니면 정신적인 문제인지 모르겠지만, 넌 정말 특별한 재능을 가졌어. 계속해. 얼마나 높이 올라갈 수 있는지 한번 보자고. 과학적인 이유도 있고, 인사팀에 밝힐 수 없는 이유도 있어."
CQ_Name_80,54162277236989953,LEET 고기
CQ_Desc_81,55545539754713088,"중간 정도가 현명한 순서야, 스퀴시. 긴장 늦추지 않을 만큼은 맵지만, 은하한테 산 채로 잡아먹힐 만큼은 아니지. 그것도 어엿한 플레이 방식이야. 랭거스 사는 일과 삶의 균형을 지지하거든. 대체로 말이야."
CQ_Name_81,55545539725352960,이계 여행 (보통맛)
CQ_Desc_82,55545539754713090,"매운맛. 회사 권장 사양보다 한 단계 위지 — 쉬운 판이 더는 밤잠을 설치게 안 할 때쯤 말이야. 너무 순하지도, 너무 험하지도 않고, 딱 책임 면제 조항이 보장하는 만큼만 위험해. 어서 한 판 뛰고 와."
CQ_Name_82,55545539754713089,이계 여행 (매운맛)
CQ_Desc_83,55545539754713092,"아주매운맛. 나도 현장 뛰던 시절에 아주매운맛을 해봤는데, 전혀 안 즐거웠어. 그래도 엄청나게 존중하지. 여기서 살아 돌아오면, 네 앞날에 대해 진지하게 얘기 좀 하자고."
CQ_Name_83,55545539754713091,이계 여행 (아주매운맛)
CQ_Desc_84,55545539754713094,"솔직히 말하자면, 나는 직원들을 악몽 난이도에 몰아넣지 않아. 그런 상황은 본인이 자발적으로 만들어야 하는 거지. 다만 이번 일에 있어서는 내가 복잡한 심경이었다는 점을 기록으로 남겨두고 싶은데."
CQ_Name_84,55545539754713093,이계 여행 (악몽)
CQ_Desc_85,55558274366300160,플래티넘 티어 직원 보상 패키지의 일부야.
CQ_Name_85,55558274362105856,건강 보험 v3
CQ_Desc_86,55558274366300162,다이아몬드 티어 직원 보상 패키지의 일부야.
CQ_Name_86,55558274366300161,건강 보험 v4
CRN_Desc_4,346366134968427,칼이 직접 수여하는 상입니다. 얼마나 승진했는지에 관계없이 모든 승진을 기념합니다.
CRN_Name_4,346366134968426,칼 코인
CRN_Desc_7,346366139162625,"""글리지""가 핫도그의 다른 이름이라는 것을 모두가 아는 건 아니지만, 이 사실을 알고 나면 이 동전을 발행할 때 내린 결정이 훨씬 더 잘 이해될 것입니다."
CRN_Name_7,346366139162624,글리지
CRN_Desc_26,346366139162627,오늘날까지도 격렬한 논쟁이 벌어지고 있는 구시대적인 시스템이지만 작업 인센티브 점수는 여전히 남아 있습니다.
CRN_Name_26,346366139162626,작업 인센티브 점수
CRN_Desc_28,346366139162629,"갑작스러운 손님 맞이에 정말 유용하겠네! 고마워, 프랭크."
CRN_Name_28,346366139162628,프랑켄 샘플
CRN_Desc_29,346366139162631,끈적한 액체 속에 훈제 소시지처럼 보이는 것이 불안하게 매달려 있는 장신구라니. 이것이 프랑켄 고기의 원시적인 형태일까?
CRN_Name_29,346366139162630,프랑켄 장신구
CRN_Desc_30,346366139162633,내리찍는 아버지의 무의식적인 손아귀에서 기쁨에 차서 뺏어버렸지!
CRN_Name_30,346366139162632,돌연변이 샘플
CRN_Desc_31,346366139162635,"돌연변이 물질 덩어리가 가끔씩 추가로 눈을 드러내어 주변을 둘러본 다음, 기괴하게도 다시 쑥 들어갑니다. 으윽."
CRN_Name_31,346366139162634,돌연변이 장신구
CRN_Desc_32,346366139162637,"니블렛은 작지만, 뭔가 증명이라도 하려는 듯 강하게 물어뜯습니다!"
CRN_Name_32,346366139162636,니블렛
CRN_Desc_33,346366139162639,"이런 장면을 목격하면 ""블루퍼 릴""이라는 말이 완전히 새로운 의미를 갖게 됩니다!"
CRN_Name_33,346366139162638,블루퍼
CRN_Desc_34,346366139162641,은하계의 진미입니다.
CRN_Name_34,346366139162640,크릴바사
CRN_Desc_35,346366139162643,일반 문어보다 모든 면에서 훨씬 뛰어납니다. 촉수가 여덟 개일 뿐만 아니라 두 가지 언어를 구사하기도 합니다.
CRN_Name_35,346366139162642,오코푸스
CRN_Desc_36,346366139162645,아가미에 금이 들어있습니다!
CRN_Name_36,346366139162644,골드피쉬
CRN_Name_37,346366139162646,블롭피쉬
CRN_Name_38,346366139162648,글리지 걸퍼
CRN_Name_39,346366139162650,스노키
CRN_Name_40,346366139162652,스퀴드 프로쿠오
CRN_Name_41,346366139162654,에르마게르다
CRN_Desc_42,346366139162657,2티어 광물입니다. 고대 기억의 조각들을 간직하고 있다고 전해지는 반짝이는 녹색 보석입니다. 손에 쥐면 과거의 메아리를 엿볼 수 있습니다.
CRN_Name_42,346366139162656,메메랄드
CRN_Desc_43,346366139162659,1티어 광물입니다. 다른 광석들에 비해 훨씬 쉽게 구할 수 있으면서도 제 역할을 톡톡히 해냅니다. 왜 다들 얻기 힘든 것에만 집착하는 걸까요? 이렇게 좋은 게 바로 눈앞에 있는데 말이죠.
CRN_Name_43,346366139162658,옵타니움
CRN_Desc_44,346366139162661,"1티어 고대 기술입니다. 아주 오래전 심우주 탐험가들은 이 장치를 사용하여 호흡 가능한 액체에 머리를 담갔습니다. 지금은 많이 낡았지만, 부품으로는 여전히 가치가 있습니다."
CRN_Name_44,346366139162660,가스트로 기즈모
CRN_Desc_45,346366139162663,"2티어 고대 기술입니다. 고대 미식가들은 이온을 반전시킬 수 있는지 여부에 너무 몰두한 나머지, 그렇게 해야 하는 이유에 대해서는 생각조차 하지 않았습니다."
CRN_Name_45,346366139162662,이온 인버터
CRN_Desc_46,346366139162665,랭거스 노력 점수를 모아 랭거스 직원 등급을 높이세요!
CRN_Name_46,346366139162664,랭거스 노력 점수
CRN_Desc_48,18598135273086976,3티어 광물입니다. 고대 에너지로 가득 찬 고밀도 금속 광석입니다. 파괴적인 힘과 비할 데 없는 안정성을 무기에 부여하는 능력으로 높은 평가를 받습니다.
CRN_Name_48,18598135189200896,촌코레
CRN_Desc_49,18598135273086978,"4티어 광물입니다. 당신이 옳을 때마다 희미하게 진동하는 붉은 수정입니다. 언제나 그런 것은 아니지만, 당신이 옳다고 판단될 때는 안심이 됩니다."
CRN_Name_49,18598135273086977,에마라이트
CRN_Desc_50,18598135273086980,5티어 광물입니다. 극도로 습한 곳에서만 발견되기 때문에 찾기가 정말 어렵습니다.
CRN_Name_50,18598135273086979,단코나이트
CRN_Desc_51,18605565046415360,"3티어 고대 기술입니다. 놀라운 기술이지만, 설치 담당자들이 작동 방식을 설명할 때 다소 혼란스러워하는 경우가 있습니다."
CRN_Name_51,18605565012860928,U자 도관
CRN_Desc_52,18605565046415362,"4티어 고대 기술입니다. 이전 세대의 기술보다 코더 하나가 줄어든, 현저히 향상된 기술입니다."
CRN_Name_52,18605565046415361,쿼드코더
CRN_Desc_53,18605565046415364,"5티어 고대 기술입니다. 경고: 열기 전에 축전기 구동 장치를 분리하고, 빛을 차단하세요.<br><br>전력 용량: 1.21기가와트"
CRN_Name_53,18605565046415363,플럭스 축전기
CRN_Name_54,20415833925738496,피시즐
CRN_Name_55,20415833959292928,제노핀
CRN_Name_56,20415833959292929,콰사르디나
CRN_Name_57,20415833959292930,울퉁불퉁 우주물고기
CRN_Name_58,20415833959292931,우주적 존재
CRN_Name_59,20423966916075520,메가바이트
CRN_Name_60,20424460623405056,잉크립터
CRN_Name_61,20425260586229760,메카핀
CRN_Name_62,20425689906798592,로보푸스
CRN_Name_63,20426157865295872,사이버 새우
CRN_Name_64,20426872612446208,피퍼즈
CRN_Name_65,20428393416744960,모르셀핀
CRN_Name_66,20428890424991744,스월피쉬
CRN_Name_67,20429332890509312,클로브스터
CRN_Name_68,20429703453073408,거대 촌커
CRN_Desc_69,34136911030247424,저라면 절대 저건 만지지 않을 겁니다...
CRN_Name_69,34136910996692992,외계인 샘플
CRN_Desc_70,34146163425796096,"아주 작은 외계 생명체 격리 장치 안에 살아있는 무언가가 갇혀 있지만, 적대적인 존재이니 죄책감을 느낄 필요는 없습니다."
CRN_Name_70,34136911030247425,외계인 장신구
CRT_Name_6,346366134968379,아이클롭스
CRT_Name_8,346366134968380,버즐
CRT_Name_11,346366134968381,스쿼트 대디
CRT_Name_12,346366134968382,로켓봇
CRT_Name_13,346366134968383,크리퍼
CRT_Name_22,346366134968384,루거
CRT_Name_26,346366134968385,그라인더
CRT_Name_28,346366134968386,개구리
CRT_Name_31,346366134968387,니블러
CRT_Name_34,346366134968388,촘퍼
CRT_Name_37,346366134968389,피퍼로니
CRT_Name_38,346366134968390,휠리
CRT_Name_39,346366134968391,그릴 유령
CRT_Name_40,346366134968392,그리스 몽키
CRT_Name_41,346366134968393,브로드사이드
CRT_Name_42,346366134968394,고블 게이저
CRT_Name_43,346366134968395,햄 독수리
CRT_Name_44,346366134968396,프랑켄 빈즈
CRT_Name_45,346366134968397,버그재퍼
CRT_Name_46,346366134968398,타워
CRT_Name_47,346366134968399,보이드
CRT_Name_48,346366134968400,민빈
CRT_Name_50,346366134968401,블록헤드
CRT_Name_51,346366134968402,널
CRT_Name_52,346366134968403,표적 더미
CRT_Name_53,346366134968404,거너로이드
CRT_Name_54,346366134968405,조르프젯
CRT_Name_55,346366134968406,랭글러
CRT_Name_56,346366134968407,페스티
CRT_Name_57,346366134968408,덕스톤
CRT_Name_59,346366134968409,더트백
CRT_Name_60,346366134968410,보조 풍선
CRT_Name_61,346366134968411,우주 양동이
CRT_Name_62,346366134968412,탱거스 레이서
CRT_Name_63,346366134968413,리셋
CRT_Name_65,346366134968415,마이크로 잭슨
CRT_Name_66,346366134968416,디럭스 피퍼로니
CRT_Name_67,346366134968417,위 베아트리스
CRT_Name_68,346366134968418,하이빔
CRT_Name_69,346366134968419,레프리
CRT_Name_70,346366134968420,포크 배럴 피트
CRT_Name_71,346366134968421,하원의원
CRT_Name_72,346366134968422,크러다디 판사
CRT_Name_73,346366134968423,헤어 포스 원
CRT_Name_75,346366134968425,버스터
CRT_Name_76,7411303278637056,덕스톤 요원
CRT_Name_77,10573095608770560,베아트리스
CRT_Name_78,15325185188855808,미사용
CRT_Name_79,51047531965874176,클로버봇
CT_Name_1,42477876783542272,창립자 에디션
CT_Name_2,42477876800319488,고기 테스터
CT_Name_3,42477876800319489,정크
CT_Name_4,42477876800319490,전설
CT_Name_5,42477876800319491,브레인랏 에디션
CTC_Name_1,346366139162668,화폐
CTC_Name_2,346366139162669,물고기
DF_Desc_0,29025126547709952,"<b>최대 적 티어: 1</b><br><br>도전 레벨:<br><b><color=#FFC700>감소 (-40%)</color></b><br><br><b><color=#00D6D2>약화된 적</color></b>이 강한 적을 대신해 스폰합니다<br><br>이벤트 구조물, 보스, 헌터의 <b><color=#00D6D2>체력이 감소합니다</color></b><br><br>적 체력 감소 <b><color=#FFC700>(-25%)</color></b><br><br><b>낮은 티어 자원</b>"
DF_Name_0,29025126539321344,보통맛
DF_Desc_1,29025126547709954,<b>최대 적 티어: 2</b><br><br>도전 레벨:<br><b><color=#FFC700>기준치</color></b><br><br>글리지 및 REP 획득량 +40%<br><br>자원 최대 <b>티어 3</b>
DF_Name_1,29025126547709953,매운맛
DF_Desc_2,29025126547709956,"<b>최대 적 티어: 3</b><br><br>도전 레벨:<br><b><color=#FFC700>증가 (+40%)</color></b><br><br><b><color=#00D6D2>강해진 적</color></b>이 약한 적을 대신해 스폰합니다<br><br>이벤트 구조물, 보스, 헌터의 <b><color=#00D6D2>체력이 증가합니다</color></b><br><br>글리지 및 랭거스 노력 점수 획득 +60%<br>자원 최대 <b>티어 4</b>"
DF_Name_2,29025126547709955,아주매운맛
DF_Desc_3,29025126547709958,"<b>최대 적 티어: 3</b><br><br>도전 레벨:<br><b><color=#FFC700>증가 (+100%)</color></b><br><br>이벤트 구조물, 보스, 헌터의 <b><color=#00D6D2>체력이 크게 증가합니다</color></b><br><br>글리지 및 랭거스 노력 점수 획득 +100%<br><br>자원 최대 <b>티어 5</b>"
DF_Name_3,29025126547709957,악몽
FAC_Name_1,346366139162670,기계
FAC_Name_2,346366139162671,수생
FAC_Name_3,346366139162672,돌연변이
FAC_Name_4,346366139162673,프랑켄
FAC_Name_5,346366139162674,옴니
FAC_Name_6,346366139162675,곤충
FAC_Name_7,346366139162676,외계인
FAC_Name_8,346366139162677,랭거스
FAC_Name_9,346366139162678,헌터
FAC_Name_10,346366139162679,일반 적
FL_Desc_1,5468794653761536,"""부관""은 고전 라틴어 deputare에서 유래했으며, 이 단어에는 ‘잘라내다’ 또는 ‘가지치기하다’라는 의미도 있습니다."
FL_Name_1,5102145643732992,부관 재능
FL_Desc_2,5468794666344448,"톡 쏘는 느낌이 들 겁니다. 칼이 안전하다고 장담해 주는군요. 아, 이제 심장이 쿵쾅거리네요."
FL_Name_2,5102145656315907,능력 재능
FL_Desc_3,5468794666344449,"칼은 산성 괴물이 사는 행성에서 이걸 발견했다고 말하지만, 사실은 오래된 병뚜껑인 것 같습니다."
FL_Name_3,5471888108150784,지질학 재능
FL_Desc_4,5468794666344450,칼 랭거스가 최초의 행성 고기 코어를 발견했을 때 입었던 옷입니다. 아직도 그 냄새가 남아 있습니다.
FL_Name_4,5471888112345091,고고학 재능
FL_Desc_5,5468794666344451,칼의 오래된 미끼 중 하나가 큰 상어에 의해 납작하게 짓눌렸습니다.
FL_Name_5,5471888112345095,낚시 재능
FL_Desc_6,5468794666344452,"뒷면의 라벨에는 ""의상으로만 사용""이라고 적혀 있습니다."
FL_Name_6,5471888112345099,보안관 재능
FL_Desc_7,5925295680843776,"아, 신선한 고기!"
FL_Name_7,5925295655677952,도살자 재능
FL_Desc_8,5925295680843781,이 재능은 정말 메탈이죠!
FL_Name_8,5925295680843780,살해자 재능
FL_Desc_9,9851941319335936,멋진 남자들은 폭발 장면을 보지 않습니다. 그냥 터트리고 돌아섭니다.
FL_Name_9,9851941273198592,철거 재능
FL_Desc_10,10231597352607744,없는 고기 부위 하나마다 피해량이 증가합니다. 당신을 우주에서 가장 위험하고 똑똑한 고기로 만들어 줄 것입니다.
FL_Name_10,10231597310664704,미트볼 재능
FL_Desc_11,40359174738010112,"직접 적중한 상대에게 훨씬 더 큰 피해를 입히지만, 쾅쾅 반경이 감소합니다. 전형적인 균형 잡기죠."
FL_Name_11,40359174591209472,공허한 돌진 재능
FL_Desc_12,40990661481062400,물속의 상어보다 빠를 필요는 없지만 친구들보다 빠르면 된다는 사실만 명심하세요!
FL_Name_12,40990661455896576,수영 선수 재능
FL_Desc_13,40990661481062402,"행성의 고기 코어에 도달하려면 하수인이 몇 명이나 필요할까요? 아, 하나? 아, 둘? 아, 셋?"
FL_Name_13,40990661481062401,하수인 마스터 재능
FL_Desc_14,40990661481062404,버거를 뒤집는 데 들인 시간 모두 이 순간을 위한 훈련이었습니다. 이제 그 모든 시간이 의미가 있습니다.
FL_Name_14,40990661481062403,버거 뒤집개 재능
FL_Desc_15,46870603473346560,체력이 고갈되면 죽게 되므로 꽤 좋은 선택이네요!
FL_Name_15,46870603385266176,건강 재능
FL_Desc_16,46883763408330753,당신이 물리쳐야 할 적들로부터 고기를 보호하세요!
FL_Name_16,46883763408330752,고기 보호막 재능
FL_Desc_17,46883763408330755,고기 부위를 새로운 차원으로 끌어올리세요!
FL_Name_17,46883763408330754,고기 능력 재능
FL_Desc_18,46885823956639745,"플라즈마 건, 로켓 발사기, 유탄 발사기를 좋아하신다면, 이 제품을 꼭 확인해 보세요!"
FL_Name_18,46885823956639744,발사체 재능
FL_Desc_19,48008300480946176,근거리에서 총을 쏘는 것을 좋아하는 사람들을 위한 재능입니다!
FL_Name_19,48008300439003136,백병전 재능
FL_Desc_20,48008300480946178,원거리에서 총을 쏘는 것을 좋아하는 사람들을 위한 재능입니다!
FL_Name_20,48008300480946177,원거리 재능
FL_Desc_21,48280725869289472,적들은 이제 진정으로 짜릿한 경험을 하게 될 것입니다. 저항은 무의미합니다.
FL_Name_21,48280725852512256,번개 재능
FL_Desc_22,48280725869289474,어떤 똑똑한 사람들은 세상이 불타는 것을 보고 싶어 할 뿐이죠... 당신은 어떤가요?
FL_Name_22,48280725869289473,방화 재능
FL_Desc_23,48280725869289476,얼음인간이 온다!
FL_Name_23,48280725869289475,동상 재능
FL_Desc_24,48280725869289478,이렇게 하면 엄청난 운동 에너지를 얻게 되어 기본적으로 끊임없이 교통 위반을 하게 됩니다.
FL_Name_24,48280725869289477,운동 재능
FL_Desc_25,48280725869289480,"점액 타임이야, 베이비! 끈적끈적해지자!"
FL_Name_25,48280725869289479,스플래터 재능
FL_Desc_26,49039579058003968,내 위치 주변에 생성되는 적 정찰병의 수가 감소합니다!
FL_Name_26,49034010737762304,비밀 작전 재능
GN_Name_1,346366139162680,물 균열
GN_Name_3,346366139162681,고대 미식가
GN_Name_4,346366139162682,옵타니움 노드
GN_Name_6,21379069772816386,점액 균열
GN_Name_8,21379069772816388,메메랄드 노드
GN_Name_12,37815043876708352,촌코레 노드
GN_Name_13,37815043897679872,에마라이트 노드
GN_Name_14,37815043897679873,단코나이트 노드
GN_Interact_1,21379069768622080,릴을 감아 넣어라!
GN_Interact_10,45348014892507137,쿼드코더 추출
GN_Interact_11,45348014896701440,플럭스 축전기 추출
GN_Interact_3,21379069772816384,가스트로 기즈모 추출
GN_Interact_4,21379069772816385,바위 강타
GN_Interact_7,45348014867341312,이온 인버터 추출
GN_Interact_9,45348014892507136,U자 도관 추출
HE_Desc_1,346366139162687,"3명의 적에게 20 <#FFEB04><link=""Keyword:12"">[전기]</link></color> 피해를 연쇄로 입힙니다. (중첩당 +10)"
HE_Desc_3,346366139162689,"3명의 적에게 피해와 <#FFEB04><link=""Keyword:7"">[경직]</link></color> 상태를 연쇄로 적용합니다."
HE_Desc_11,346366139162691,"<#FFEB04><link=""Keyword:1"">[화상]</link></color> 적을 공격하면 <#FFEB04><link=""Keyword:1"">[화상]</link></color>이 2명의 대상에게 연쇄 확산됩니다."
HE_Desc_17,346366139162693,"30초 동안 20 <#FFEB04><link=""Keyword:11"">[방벽]</link></color>을 획득합니다. (중첩당 +10)"
HE_Desc_24,346366139162695,"12초 동안 <#FFEB04><link=""Keyword:1"">[화상]</link></color> 효과를 적용합니다."
HE_Desc_33,346366139162697,중형 말벌 하수인을 소환합니다.
HE_Desc_37,346366139162699,주변의 적들에게 피해를 주는 운동 구체를 생성합니다.
HE_Desc_38,346366139162701,대상에게 25 범위 피해를 입힙니다.
HE_Desc_51,346366139162703,5m 반경 내에 초당 25의 피해를 입히는 전기 구슬을 스폰합니다.
HE_Desc_53,346366139162705,"4초 동안 <#FFEB04><link=""Keyword:2"">[오염]</link></color> 효과를 적용합니다."
HE_Desc_55,346366139162707,"12초 동안 <#FFEB04><link=""Keyword:2"">[오염]</link></color> 효과를 적용합니다."
HE_Desc_58,346366139162709,"12초 동안 <#FFEB04><link=""Keyword:8"">[감전]</link></color> 효과를 적용합니다."
HE_Desc_59,346366139162711,"12초 동안 <#FFEB04><link=""Keyword:3"">[냉기]</link></color> 효과를 적용합니다."
HE_Desc_60,346366139162713,정체불명의 고기 완전 충전
HE_Desc_61,346366139162715,정체불명의 고기 충전량 25% 증가
HE_Desc_64,346366139162719,"<#FFEB04><link=""Keyword:13"">[화염]</link></color> 누적 +5%"
HE_Desc_65,346366139162721,"30초 동안 <#FFEB04><link=""Keyword:1"">[화상]</link></color> 대상에 치명타 확률 +10%"
HE_Desc_66,346366139162723,"<#FFEB04><link=""Keyword:1"">[화상]</link></color> 대상에 <#FFEB04><link=""Keyword:19"">[연소]</link></color>"
HE_Desc_68,346366139162725,대상이 고기를 떨어뜨립니다
HE_Desc_69,346366139162727,대상이 탄약 상자를 떨어뜨립니다.
HE_Desc_70,346366139162729,주변의 적 2명에게 50% 피해를 연쇄로 입힙니다.
HE_Desc_71,346366139162731,"주변의 3명의 적들에게 <#FFEB04><link=""Keyword:17"">[상태]</link></color>를 연쇄로 적용합니다."
HE_Desc_72,346366139162733,"<#FFEB04><link=""Keyword:14"">[점액]</link></color> 누적 +5%"
HE_Desc_73,346366139162735,"3명의 적에게 <#FFEB04><link=""Keyword:2"">[오염]</link></color>을 연쇄로 적용합니다"
HE_Desc_75,346366139162737,"+20 <#FFEB04><link=""Keyword:11"">[방벽]</link></color>"
HE_Desc_76,346366139162739,"<#FFEB04><link=""Keyword:12"">[전기]</link></color> 누적 +5%"
