Key,Id,Japanese(ja)
UI_MEATLOCKER_TITLE,74560976120115200,ミートロッカー
UI_MEATNAME_MISSING,71030073136766976,不足しているミート
UI_MODESELECT_DEMOPROGRESS,73195958265962496,体験版の進行状況を製品版に移行
UI_MULTIPLAYER_BLOCKLIST_HELP_MESSAGE,70426187016368128,ブロックリストに追加したユーザーの確認と管理ができます。<br><br>ブロックされたユーザーは、あなたがホストするゲームに参加できません。第三者がホストするゲームであなたとブロックユーザーが一緒になった場合、ブロックユーザーは自動的にミュートされます。
UI_MULTIPLAYER_BLOCKLIST_HELP_TITLE,70426179655364608,ブロックリストの管理
UI_MULTIPLAYER_OBSERVER_HELP_MESSAGE,70426781500239872,ホスト中のゲームで、4人目の観戦者の接続を有効または無効にします。観戦者はボイスチャットに参加できませんが、ホストまたは接続中のプレイヤーの視点でゲームを観戦できます。
UI_MULTIPLAYER_OBSERVER_HELP_TITLE,70426780619436032,観戦を有効化
UI_OBSERVER_INACTIVE,89551914265407488,<color=yellow>[InputAction:Observer/FollowNextPlayer]</color>を押すと倒れたフレンドを観戦
UI_OBSERVER_NEXT_PLAYER_BINDING,89551067078914048,次のプレイヤーを観戦（[InputAction:Observer/FollowNextPlayer]）
UI_OBSERVER_PLAYER,89551157478748160,{PlayerName}を観戦中
UI_OPTS_ACCOUNT_RESET_BTN,70352075493404672,アカウントをリセット
UI_OPTS_ACCOUNT_RESET_MESSAGE,70434640048877568,<b>！！注意！！</b><br><br>アカウントの進行状況を初期状態にリセットします。ゲームの進行状況とアンロック済みコンテンツがすべて削除されます。
UI_OPTS_ACCOUNT_RESET_TITLE,70434638551511040,アカウントをリセット
UI_OPTS_ACCOUNT_TAB,68549317450723328,アカウント
UI_OPTS_ACCOUNT_UNSTUCK_BTN,70352078584606720,動作しなくなった！
UI_OPTS_ACCOUNT_UNSTUCK_MESSAGE,70434646139006976,時には落ちて動けなくなったり、岩と固いステーキの間に挟まれたりします。<br><br>最後のリスポーン地点でリスポーンします。
UI_OPTS_ACCOUNT_UNSTUCK_TITLE,70434644754886656,動作を復帰
UI_OPTS_ACCOUNT_UPLOAD_LOGS_BTN,70352077099823104,ログをアップロード
UI_OPTS_ACCOUNT_UPLOAD_LOGS_MESSAGE,70434643219771392,ゲームログをOMGに送信してデバッグ解析を行います。
UI_OPTS_ACCOUNT_UPLOAD_LOGS_TITLE,70434641781125120,デバッグログをアップロード
UI_OPTS_ADVANCED_GROUP,70287955960197120,詳細設定
UI_OPTS_AUDIO_DIALOGUE_VOL,70324071845261312,セリフの音量
UI_OPTS_AUDIO_DIALOGUE_VOL_MESSAGE,70415465322573824,ゲームプレイ中にピクチャーインピクチャーで表示されるボイスオーバーの音量を調整します。また、ムービー中のセリフの音量も調整します。<br><br>[InputAction:UI/Interact]を押すとテスト音声が流れます。
UI_OPTS_AUDIO_DIALOGUE_VOL_TITLE,70415464353689600,セリフの音量
UI_OPTS_AUDIO_ENEMIES_VOL,70324078786834432,敵の音量
UI_OPTS_AUDIO_ENEMIES_VOL_MESSAGE,70417417343266816,敵が発する効果音の音量を調整します。<br><br>[InputAction:UI/Interact]を押すとテスト音声が流れます。
UI_OPTS_AUDIO_ENEMIES_VOL_TITLE,70417416386965504,敵の音量
UI_OPTS_AUDIO_ENVIRONMENT_VOL,70324083664809984,環境の音量
UI_OPTS_AUDIO_ENVIRONMENT_VOL_MESSAGE,70417712496439296,水、フォースフィールド、ビープ音など、ゲーム環境の環境音量を調整します。<br><br>[InputAction:UI/Interact]を押すとテスト音声が流れます。
UI_OPTS_AUDIO_ENVIRONMENT_VOL_TITLE,70417711691132928,環境の音量
UI_OPTS_AUDIO_MASTER_VOL,70324061531467776,マスター音量
UI_OPTS_AUDIO_MASTER_VOL_MESSAGE,70415212070498304,ゲームオーディオ全体の音量を調整します。
UI_OPTS_AUDIO_MASTER_VOL_TITLE,70415210757681152,マスター音量
UI_OPTS_AUDIO_MUSIC_VOL,70324070058487808,BGMの音量
UI_OPTS_AUDIO_MUSIC_VOL_MESSAGE,70415382266966016,BGMの音量を調整します。
UI_OPTS_AUDIO_MUSIC_VOL_TITLE,70415381159669760,BGMの音量
UI_OPTS_AUDIO_PLAYER_VOL,70324081903202304,キャラクターの音量
UI_OPTS_AUDIO_PLAYER_VOL_MESSAGE,70417544044802048,ミート交換や武器発射など、プレイヤーキャラクターが発する効果音の音量を調整します。<br><br>[InputAction:UI/Interact]を押すとテスト音声が流れます。
UI_OPTS_AUDIO_PLAYER_VOL_TITLE,70417543201746944,キャラクターの音量
UI_OPTS_AUDIO_TAB,68549280075280384,オーディオ
UI_OPTS_AUDIO_UI_VOL,70324085401251840,UIの音量
UI_OPTS_AUDIO_UI_VOL_MESSAGE,70418003727937536,UIの操作音や効果音の音量を調整します。<br><br>[InputAction:UI/Interact]を押すとテスト音声が流れます。
UI_OPTS_AUDIO_UI_VOL_TITLE,70418002318651392,UIの音量
UI_OPTS_AUDIO_VOIP_CHAT_MODE,70324073653006336,ボイスチャットモード
UI_OPTS_AUDIO_VOIP_CHAT_MODE_MESSAGE,70415803299590144,ゲーム内ボイスチャットでマイクをオンにするタイミングを[InputAction:Global/PushToTalk]でどのように制御するかを設定します。<br><br><b>プッシュ・トゥ・トーク</b><br>[InputAction:Global/PushToTalk]を長押し中に会話します。<br><br><b>切り替え</b><br>[InputAction:Global/PushToTalk]を1回押すと、マイクをオンにします。オフにするには、[InputAction:Global/PushToTalk]をもう1回押します。<br><br><b>オープンマイク</b><br>キーを押す必要はなく、マイクが常にオンになります。
UI_OPTS_AUDIO_VOIP_CHAT_MODE_TITLE,70415802246819840,ボイスチャットモード
UI_OPTS_AUDIO_VOIP_VOL,70324075414614016,ボイスチャットの音量
UI_OPTS_AUDIO_VOIP_VOL_MESSAGE,70417228972879872,ゲーム内ボイスチャットの全体音量を調整します。<br><br>[InputAction:UI/Interact]を押すとテスト音声が流れます。
UI_OPTS_AUDIO_VOIP_VOL_TITLE,70417227920109568,ボイスチャットの音量
UI_OPTS_BACK_INPUT,68857711046881280,[InputAction:UI/Cancel]戻る
UI_OPTS_BLOCK_BTN,69867107889639424,ブロック
UI_OPTS_BLOCK_PLAYER_MESSAGE,70418828219052032,- ブロックしたプレイヤーからのゲーム招待をブロックします。<br>- ホストしているゲームへの参加や操作をブロックします。<br>- 参加しているゲーム内でミュートします。
UI_OPTS_BLOCK_PLAYER_TITLE,70418745436073984,プレイヤーをブロック
UI_OPTS_BUILD_INFO,71065577514266624,プラットフォーム：{PlatformName} |    ビルド：{BuildId}    |    プロトコルハッシュ：{ProtocolHash}
UI_OPTS_BUTTON_LAYOUT_TITLE,70422436385845248,ボタンのレイアウト
UI_OPTS_BUTTONBINDINGS_GROUP,70738650857402368,ボタンの割り当て
UI_OPTS_CONTROLLER_TAB,68549200207343616,コントローラー
UI_OPTS_DEBUG_TAB,78987062803361792,デバッグ
UI_OPTS_DEFAULT_HELP_MESSAGE,70399200684077056,未実装のヘルプテキスト
UI_OPTS_DEFAULT_HELP_TITLE,70399197446074368,未実装のヘルプタイトル
UI_OPTS_EXIT,67081951311228928,ゲームを終了
UI_OPTS_FX_GROUP,70324077025226752,FX
UI_OPTS_GAMEPAD_AIM_ASSIST_STRENGTH,70282068478586880,エイムアシストの強度
UI_OPTS_GAMEPAD_AIM_ASSIST_STRENGTH_HELP_MESSAGE,70414381661220864,照準が最も近いターゲットに吸い寄せられる強さを調整します。<br><br>エイムアシストは、トリガーを押し続けている間の反動間、またはトリガーを軽く押している時に有効です。<br><br>値が高いほどターゲットに素早く吸い寄せられます。
UI_OPTS_GAMEPAD_AIM_ASSIST_STRENGTH_HELP_TITLE,70414380562313216,エイムアシストの強度
UI_OPTS_GAMEPAD_AIM_SENSITIVITY,70282066817642496,エイムの感度
UI_OPTS_GAMEPAD_AIM_SENSITIVITY_HELP_MESSAGE,70414082783506432,トリガーを長押しで発射中の全体的なゲームパッド視点感度の比率です。<br><br>感度を下げたい場合や、より細かく狙いを定めたい場合は下げてください。
UI_OPTS_GAMEPAD_AIM_SENSITIVITY_HELP_TITLE,70414081336471552,エイムの感度
UI_OPTS_GAMEPAD_INVERT_LOOK,70282043379871744,Y軸を反転（視点）
UI_OPTS_GAMEPAD_INVERT_LOOK_HELP_MESSAGE,70412802040197120,ゲームパッド使用時の視点の上下反転を切り替えます。<br><br>オンにした場合、コントローラーを上に動かすとキャラクターは下を向きます。
UI_OPTS_GAMEPAD_INVERT_LOOK_HELP_TITLE,70412800836431872,Y軸を反転（ゲームパッド）
UI_OPTS_GAMEPAD_INVERT_MOVE,70282061679620096,Y軸を反転（移動）
UI_OPTS_GAMEPAD_INVERT_MOVE_HELP_MESSAGE,70412958634536960,ゲームパッド使用時の移動の反転をオンまたはオフにします。<br><br>キャラクターの前後移動を反転させます。<br><br>ほとんど必要ありませんが、古いコントローラーでは便利な場合があります。
UI_OPTS_GAMEPAD_INVERT_MOVE_HELP_TITLE,70412957338497024,移動軸を反転（ゲームパッド）
UI_OPTS_GAMEPAD_LOOK_SPEED_X,70282063558668288,ゲームパッドの水平速度
UI_OPTS_GAMEPAD_LOOK_SPEED_X_HELP_MESSAGE,70413633917480960,ゲームパッド使用時の左右方向の視点感度です。
UI_OPTS_GAMEPAD_LOOK_SPEED_X_HELP_TITLE,70413632646606848,ゲームパッドの水平速度
UI_OPTS_GAMEPAD_LOOK_SPEED_Y,70282065131532288,ゲームパッドの垂直速度
UI_OPTS_GAMEPAD_LOOK_SPEED_Y_HELP_MESSAGE,70413813823762432,ゲームパッド使用時の上下方向の視点感度です。
UI_OPTS_GAMEPAD_LOOK_SPEED_Y_HELP_TITLE,70413812913598464,ゲームパッドの垂直速度
UI_OPTS_GAMEPLAY_TAB,68549116929437696,ゲームプレイ
UI_OPTS_GENERAL_GROUP,70287948653719552,一般
UI_OPTS_GENERAL_TAB,75389016626622464,一般
UI_OPTS_INPUT_GROUP,70279105097953280,入力
UI_OPTS_INVITE_PLAYERS_BTN,70418305227091968,プレイヤーを招待
UI_OPTS_KEYBIND_BINDING,70421327982292992,割り当て：{BindingName}
UI_OPTS_KEYBIND_CANCEL_PROMPT,70421608761585664,[InputAction:UI/Cancel]でキャンセル
UI_OPTS_KEYBIND_ERROR_CANCEL,70422066154631168,キャンセル
UI_OPTS_KEYBIND_ERROR_CONFIRM,70422064200085504,確認
UI_OPTS_KEYBIND_ERROR_MSG,70421794263068672,これにより以下のアクションの割り当てが解除されます。<br>{OtherActionName}<br>続行してよろしいですか？
UI_OPTS_KEYBIND_ERROR_TITLE,70421791478050816,割り当て済みのキーがあります
UI_OPTS_KEYBIND_GROUP_COMMUNICATION,70420944467718144,コミュニケーション
UI_OPTS_KEYBIND_GROUP_MISC,70420950109057024,その他
UI_OPTS_KEYBIND_GROUP_MOVEMENT,70420842411913216,移動
UI_OPTS_KEYBIND_GROUP_WEAPONS,70420902256242688,武器と能力
UI_OPTS_KEYBIND_PROMPT,70421315709759488,任意のキーを押してください
UI_OPTS_KEYBIND_PROMPT_GAMEPAD,70422265480540160,任意のボタンを押してください
UI_OPTS_KEYBINDS_GROUP,70738498176348160,キーの割り当て
UI_OPTS_KEYBOARD_TAB,68549159149301760,キーボード
UI_OPTS_KICK_BTN,69867067745955840,追放
UI_OPTS_KICK_PLAYER_MESSAGE,70418717061607424,- 現在のゲームからプレイヤーを追放します。<br>- プレイヤーはメインメニューから再参加を試みることができます。
UI_OPTS_KICK_PLAYER_TITLE,70418437070843904,プレイヤーを追放
UI_OPTS_LAST_SAVE_TXT,68548738615799808,最終セーブ：<br>{0:timespan(less|minute)}前<br><br>{Tag}
UI_OPTS_LOC_GROUP,75400145952239616,ローカライズ
UI_OPTS_LOCALE,75400155171319808,言語
UI_OPTS_LOCALE_HELP_MESSAGE,75399913063510016,ゲーム内テキスト表示時の希望言語を選択します。
UI_OPTS_LOCALE_HELP_TITLE,75399909397688320,言語
UI_OPTS_LOG_UPLOAD_COMPLETE_MSG,71062034984136704,デバッグログはOMGにアップロードされました。<br>ご報告ありがとうございます！
UI_OPTS_LOG_UPLOAD_COMPLETE_TITLE,71062033079922688,ログのアップロード完了
UI_OPTS_MOUSE_INVERT_Y,70272412423221248,Y軸を反転
UI_OPTS_MOUSE_INVERT_Y_HELP_MESSAGE,70412173477605376,マウス使用時の視点の上下反転を切り替えます。<br><br>オンにした場合、コントローラーを上に動かすとキャラクターは下を向きます。
UI_OPTS_MOUSE_INVERT_Y_HELP_TITLE,70412171606945792,Y軸を反転（マウス）
UI_OPTS_MOUSE_SPEED_X,70272546573840384,マウスの水平速度
UI_OPTS_MOUSE_SPEED_X_HELP_MESSAGE,70412460183449600,マウス使用時の左右方向の視点感度です。
UI_OPTS_MOUSE_SPEED_X_HELP_TITLE,70412458447007744,マウスの水平速度
UI_OPTS_MOUSE_SPEED_Y,70272548553551872,マウス垂直速度
UI_OPTS_MOUSE_SPEED_Y_HELP_MESSAGE,70412693684547584,マウス使用時の上下方向の視点感度です。
UI_OPTS_MOUSE_SPEED_Y_HELP_TITLE,70412692216541184,マウス垂直速度
UI_OPTS_MULTIPLAYER,67081471604486144,マルチプレイ
UI_OPTS_MULTIPLAYER_TITLE,69893490762248192,マルチプレイ
UI_OPTS_MUTE_BTN,69867030940938240,ミュート
UI_OPTS_OPTIONS,67081590919852032,オプション
UI_OPTS_QUIT_TO_MAINMENU,67081878519083008,メインメニューに戻る
UI_OPTS_RANGUS_TITLE,68857709201387520,ランガスメニュー
UI_OPTS_RESET_DEFAULT_CANCEL,70371653040664576,キャンセル
UI_OPTS_RESET_DEFAULT_CONFIRM,70371646627573760,はい
UI_OPTS_RESET_DEFAULT_MSG,70371438707535872,本当に設定をデフォルトに戻してもよろしいですか？
UI_OPTS_RESET_DEFAULT_TITLE,70371436950122496,デフォルトに戻しますか？
UI_OPTS_RESTORE_DEFAULTS_BTN,70244262565834752,デフォルトに戻す
UI_OPTS_RETURN_MOTHERSHIP,67081787087450112,ランを放棄
UI_OPTS_SAVE_APPLY,71090571845758976,[InputAction:UI/Submit] 適用
UI_OPTS_SELECT_INPUT,68857825807233024,[InputAction:UI/Submit] 選択
UI_OPTS_TAB_LEFT,68548893402394624,[InputAction:UI/PreviousTab]
UI_OPTS_TAB_RIGHT,68549357606989824,[InputAction:UI/NextTab]
UI_OPTS_UNMUTE_BTN,69869271953371136,ミュート解除
UI_OPTS_VIDEO_QUALITY,70287954148257792,画質
UI_OPTS_VIDEO_QUALITY_MESSAGE,70411523725389824,全体的な画質です。0から5までの範囲で、値が高いほどより精細なグラフィックが描画されます。<br><br>この設定はアンチエイリアス、テクスチャサイズ、詳細度（LOD）距離などの基礎的なグラフィック設定に影響します。
UI_OPTS_VIDEO_QUALITY_TITLE,70411522215440384,画質
UI_OPTS_VIDEO_RESOLUTION,70318948783943680,解像度
UI_OPTS_VIDEO_RESOLUTION_MESSAGE,70399271093858304,ゲームウィンドウを表示する幅、高さ、リフレッシュレートを設定します。<br><br>この設定はフルスクリーンまたはウィンドウモード時のみ利用可能です。
UI_OPTS_VIDEO_RESOLUTION_TITLE,70399256933888000,画面解像度
UI_OPTS_VIDEO_TAB,68549243832299520,ビデオ
UI_OPTS_VIDEO_WINDOW_MODE,70287952470536192,画面モード
UI_OPTS_VIDEO_WINDOW_MODE_MESSAGE,70399243101073408,<b>フルスクリーン</b><br>ゲームエンジンの専用フルスクリーンを利用できます。<br><br><b>ウィンドウフルスクリーン</b><br>画面と同じネイティブ解像度のボーダーレスウィンドウです。<br><br><b>ウィンドウ</b><br>ネイティブの最小化/最大化/リサイズが可能なゲームウィンドウです。
UI_OPTS_VIDEO_WINDOW_MODE_TITLE,70399203120967680,画面モード
UI_REQUIREMENT_CARLQUEST_FMT,74971176676352000,"クエストをクリア：""{quest}"""
UI_REQUIREMENT_CAUGHTFISH,75676451393757184,{count}匹の魚を釣る
UI_REQUIREMENT_CURRENCY,73516433013727232,所持金：{amount}{currency}
UI_REQUIREMENT_EMPLOYEERANK_FMT,52949564150243328,従業員ランク：{rank}
UI_REQUIREMENT_LIFETIME_CURRENCY,81905411479822336,{currency}を獲得する
UI_REQUIREMENT_LIFETIME_FISH,81905413581168640,{currency}を捕まえる
UI_REQUIREMENT_LIFETIME_MATERIALS,81909229068214272,{currency}を集める
UI_REQUIREMENT_NONE,52948800652697600,要件なし
UI_REQUIREMENT_PLANET_FMT,52949486878580736,{planet}をクリアする
UI_REQUIREMENT_PROGRESS_FMT,75687597366566912,<color=#{color}>{count}</color>/{total}
UI_REQUIREMENT_PROGRESSFLAG_FMT,52948896446406656,{flag}が必要
UI_REQUIREMENT_SMARTMEAT_RANK,75676449292410880,スマートミートをランク {rank}にアップグレードする
UI_REQUIREMENT_SOLARSYSTEM_FMT,52949170154102784,{system}を{difficulty}{ascension:cond:>0? A{}|}でクリアする
UI_REQUIREMENT_STAT_MEATSWAPPED_FMT,52949168367329280,{count:plural:{}個のミート|{}個のミート}を交換する
UI_REQUIREMENT_STAT_NONABANDONEDRUNS_FMT,88708929729585152,{count}回のランをクリアする
UI_REQUIREMENT_STAT_PLANETSCOMPLETED_FMT,52949166408589312,{count:plural:{}個の惑星|{}個の惑星}から脱出する
UI_REQUIREMENT_STAT_PLANETSVISITED_FMT,52949169457848320,{count:plural:{}個の惑星|{}個の惑星}を訪れる
UI_REQUIREMENT_STAT_RUNSFAILED_FMT,52949023231827968,{count:plural:{}回のラン|{}回のラン}に失敗する
UI_REQUIREMENT_UNLOCK_ARTIFACT,73516434381070336,{Count}個のアーティファクト{Count:plural:能力|能力}をアンロックする
UI_REQUIREMENT_UNLOCK_FLAIR,73516449342152704,{Count}{Count:plural:個のフレアピース|個のフレアピース}をアンロックする
UI_REQUIREMENT_UNLOCK_WEAPON,73516435505143808,{Count:plural:{}個の武器|{}武器}をアンロックする
UI_REQUIREMENT_WEAPONRANK_ANY,73516429897359360,任意の武器をランク {rank}にランクアップする
UI_REQUIREMENT_WEAPONRANK_SPECIFIC,73516431621218304,{family}をランク {rank}にランクアップする
UI_REQUIREMENT_WEAPONSTAT_OBJECTIVES_FMT,52949730919964672,{count}個のメイン{count:plural:目標|目標}を{family}でクリアする
UI_REQUIREMENTS,58737776349143040,要件：
UI_RESPAWN_HUNTER_COST_FMT,71029344326115328,[リスポーン時間：{CostSeconds}秒]
UI_RUNINFO_DIFFICULTY_TITLE,89147099684265984,難易度：
UI_RUNINFO_MODE_TITLE,89160478117322752,プライバシー：
UI_RUNINFO_PLANET_FMT,89160784477675520,> 惑星 {current}/{total}：{planet}
UI_RUNINFO_SYSTEM_TITLE,89160599483703296,星系：
UI_SAVEMGMT_BIRTHDAYS_DATA,76458893697282048,{BirthdayCount}
UI_SAVEMGMT_BIRTHDAYS_HEADER,76458631045771264,誕生日：
UI_SAVEMGMT_CAMPAIGN_PROGRESS_DATA,76459164905172992,星系 {CurrentSystem}/{SystemCount}<br>{CurrentSystemName} // {CurentPlanetName}
UI_SAVEMGMT_CAMPAIGN_PROGRESS_HEADER,76458491664855040,キャンペーン進行状況：
UI_SAVEMGMT_CARLCOIN_COUNT,76457673867849728,{CarlCoinCount}
UI_SAVEMGMT_COMPLETION_LONG,76458159945740288,完了度：{CompletionPercent}%
UI_SAVEMGMT_COMPLETION_SHORT,76455871910965248,{CompletionPercent}%
UI_SAVEMGMT_CREATE_EMPLOYEE_BTN,76458001149390848,+ 新しい従業員を作成
UI_SAVEMGMT_CURRENT_LOCATION_HEADER,76458409695571968,現在の場所：
UI_SAVEMGMT_DATAPOINT_COUNT,76457671896526848,{DataPointCount}
UI_SAVEMGMT_DELETE_SAVE_BTN,76458682354692096,[InputAction:UI/Revert] セーブを削除
UI_SAVEMGMT_DIFFICULTY_LONG,77171850999689216,難易度：{Difficulty}
UI_SAVEMGMT_DIFFICULTY_SHORT,77171691624525824,{Difficulty}{Ascension:cond:>0? A{}|}
UI_SAVEMGMT_DIFFICULTY_TITLE,77174107421995008,難易度：
UI_SAVEMGMT_EMPLOYEE_NAME,76455159420350464,従業員 {EmployeeNumber}
UI_SAVEMGMT_GLIZZY_COUNT,76457598835945472,{GlizzyCount}
UI_SAVEMGMT_MSGBOX_CONFIRM,76459568292360192,セーブデータを削除
UI_SAVEMGMT_MSGBOX_CREATE_SAVE_MSG,77599484736892928,ランガス従業員を作成 {EmployeeNumber}
UI_SAVEMGMT_MSGBOX_CREATE_SAVE_TITLE,77599481565999104,新しい従業員を雇いますか？
UI_SAVEMGMT_MSGBOX_DELETE_SAVE_MSG,76459477468901376,従業員 {EmployeeNumber}のセーブファイルを削除してもよろしいですか？<br>この操作は元に戻せません。
UI_SAVEMGMT_MSGBOX_DELETE_SAVE_TITLE,76459424876523520,セーブデータを削除しますか？
UI_SAVEMGMT_MSGBOX_LOAD_SAVE_MSG,77150388238610432,従業員 {EmployeeNumber}のセーブファイルを読み込みますか？
UI_SAVEMGMT_MSGBOX_LOAD_SAVE_TITLE,77150385709445120,従業員を切り替えますか？
UI_SAVEMGMT_NO_VALID_SAVES_MSG,77599802421866496,有効なセーブファイルが存在しません。プレイ用に自動で新しい従業員が作成されます。
UI_SAVEMGMT_NO_VALID_SAVES_TITLE,77599796109438976,有効な従業員ファイルなし
UI_SAVEMGMT_PLAYTIME_LONG,76458052697387008,プレイ時間：{Days:D2}:{Hours:D2}:{Minutes:D2}
UI_SAVEMGMT_PLAYTIME_SHORT,76456085350707200,{Days:D2}:{Hours:D2}:{Minutes:D2}
UI_SAVEMGMT_SAVE_BTN_DETAIL,76457884715511808,変更
UI_SAVEMGMT_SAVE_BTN_TITLE,76457842160103424,セーブファイル
UI_SAVEMGMT_SAVE_DETAIL_TITLE,76458374538915840,セーブ詳細
UI_SAVEMGMT_SYSTEM_STATUS_SHORT,76455956396830720,星系 {CurrentSystem}/{SystemCount}
UI_SAVEMGMT_TITLE_BAR,76459334883536896,セーブを読み込む
UI_SMARTMEAT_NAME,71029965485760512,スマートミート
UI_TAG_EQUIPPED,63534599735599104,装備中
UI_TERMINAL_EXIT,53935205264646144,ターミナルを終了
UI_TERMINAL_SMARTMEAT_TITLE,61538986663862272,従業員特典ターミナル
UI_TERMINAL_WEAPONS_BACK,53934967472775168,武器選択に戻る
UI_TERMINAL_WEAPONS_TITLE,53934907058020352,武器ターミナル
UI_TRAVEL_LOBBY,71871682891997184,戻る：
UI_TRAVEL_PLANET,71871685479882752,次の惑星
UI_TUTORIALPOPUP_CONFIRM,86931484559007744,了解！
UI_TUTORIALPOPUP_NEXT,86931490321981440,次へ
UI_TUTORIALPOPUP_PAGE_FMT,86949908160962560,{Current}/{Total}
UI_UGPRADEGRID_SMARTMEAT_SUBCATEGORY,61538997678104576,キミは最終兵器だ
UI_UPGRADEGRID_ACTIVE,78691822283513856,アクティブ
UI_UPGRADEGRID_BLOCKED_DESC,54322889858473984,隣接マスをアンロックしてチャレンジを表示
UI_UPGRADEGRID_CHALLENGE_TITLE,54322765962928128,チャレンジ
UI_UPGRADEGRID_COST_FMT,54269938343337984,コスト：<b>{points}</b>ポイント
UI_UPGRADEGRID_DESC,61619816316788736,アップグレードポイントを獲得するとランクが上がります。
UI_UPGRADEGRID_MAXDEMORANK,63774850287595520,体験版の最高ランク
UI_UPGRADEGRID_MAXRANK,54247495897702400,最高ランク
UI_UPGRADEGRID_POINTS_AVAIL,53958569882542080,使用可能ポイント：
UI_UPGRADEGRID_PROGRESSCOUNT_FMT,59426037270831104,{current} / {total}
UI_UPGRADEGRID_RANK_UP,53960174602280960,ランクアップ
UI_UPGRADEGRID_SMARTMEAT,61538996168155136,スマートミート
UI_UPGRADEGRID_UNLOCK,54247498640777216,アンロック
UI_UPGRADEGRID_UNLOCKS_TITLE,54323001598926848,アンロック：
UI_UPGRADEGRID_WEAPONS,53981706342883328,武器ランク
UI_UPGRADEGRID_WEAPONS_BACK,63713969943076864,武器検査に戻る
UI_WEAPON_CRIT_CHANCE_TITLE,63446363281547264,クリティカル
UI_WEAPON_MAGAZINE_TITLE,63446478268391424,マガジンサイズ
UI_WEAPON_RANGE_FMT,63445941418450944,{Range:0.0}m
UI_WEAPON_RANGE_TITLE,63445794089328640,射程
UI_WEAPON_RATE_TITLE,63445951468003328,連射速度
UI_WEAPONINSPECT_BASEDAMGE_FMT,63374233634332672,基礎ダメージ：{MinDamage} - {MaxDamage}{ProjectileCount:| x{}}
UI_WEAPONINSPECT_RELOAD_BONUS,63529341047267328,リロードボーナス：
UI_WEAPONINSPECT_TEST_WEAPON,63534728131633152,射撃場でテスト
UI_WEAPONINSPECT_UNLOCK,63351818913046528,アンロック
UI_WEAPONINSPECT_UNLOCK_DESC,63364702686666752,武器をアンロックしないと武器ランクを進められません。
UI_WEAPONINSPECT_UPGRADE_DESC,63364711805083648,チャレンジをクリアすると武器アップグレードをアンロックできます。<br>アップグレードポイントを獲得して消費するとランクアップできます。
UI_WEAPONINSPECT_UPGRADES,63351863464943616,ランクをアップグレード
UI_WEAPONTERMINAL_INSPECT,56189457739538432,武器を確認
WEAPON_CRIT_CHANCE_FMT,58682730970341376,{CritChance:percent()}% / x{Damage:0.00}ダメージ
WEAPON_DAMAGE_FMT,58681057103306752,ダメージ：{MinDamage} - {MaxDamage}{ProjectileCount:| x{}}{DamageType: ({})|}
WEAPON_EXPOSIVE_RADIUS_FMT,58683047074062336,爆発範囲：{Radius}m
WEAPON_HEAL_FMT,58683397642379264,回復量：{HealBase}
WEAPON_HEAL_RADIUS_FMT,58683398825172992,回復範囲：{Radius}
WEAPON_MAGAZINE_FMT,63446480793362432,{MaxCount}
WEAPON_RATE_FMT,58682157948723200,{ShotsPerSecond:0.00}発/秒
WEAPON_SWITCH_CHARGED,37939439253577728,チャージ済み
WISHLIST_ON_STEAM,45665676281503744,<b>STEAM</b>で<br>ウィッシュリストに追加
UI_CODEX_VIEW_FULL_FILE,98555893498441728,[InputAction:UI/Interact]ファイル全体を表示
UI_SMART_GLASS_ASSENTION_FMT,99191309422551040,A{rank}
UI_SMART_GLASS_SYSTEM_HEADER_FMT,99191769298624512,星系{num}：
UI_CODEX_EXIT_TERMINAL,94230730657165312,ターミナルを終了
UI_CODEX_FAQ_TAB,96055162325364736,FAQ
UI_CODEX_ITEMS_RESOURCES_TAB,96055160647643136,アイテム&リソース
UI_CODEX_MEAT_PARTS_TAB,96055158953144320,ミートパーツ
UI_CODEX_RANGUS_FILES_TAB,96055117706358784,ランガスファイル
UI_CODEX_TITLE_BAR,94228823121260544,図鑑
UI_RUNINFO_MODE_CLIENT,89516919760084992,クライアント
UI_RUNINFO_PROGRESS_FMT,91309503138488320,{current}/{total}
UI_COMMON_CANCEL_BINDING,99596914248314880,[InputAction:UI/Cancel]
UI_BOSS_HEALTHBAR_ALIVE,106887418227974144,{current}/{max}{invulnerable: --invulnerable--|}
UI_TRADER_CURRENCY_COUNT_ONLY,107212082384986112,{count}
UI_TRADER_CURRENCY_COUNT_WITH_NAME,107212080807927808,{count}{name}{count:|s}
UI_LOADOUT_PLANET_INDEX,107215447810629632,惑星{index}
UI_LOBBY_LAUNCH_FMT,107300806561095680,発射中：{seconds}...
UI_SKIP_BUTTON_COUNT_FMT,109114325996658688,{Current}/{Required}
UI_RANGUSTERMINAL_DIFFICULTY,109737168404996096,{Difficulty}{Ascension:cond:>0? A{}|}
MINION_COUNT_FMT,114031240531664896,{MinionName}：{CurrentCount}/{MaxCount}
UI_INSPECT_STATS_VALUE,114477960383098880,{currentVal:0.##}
UI_INSPECT_ULTIMATE_ABILITY_BIND,114490554758131712,[InputAction:Gameplay/ArtifactAbility]
UI_INSPECT_TORSO_ABILITY_BIND,114490551952142336,[InputAction:Gameplay/TorsoAbility]
UI_INSPECT_LEGS_ABILITY_BIND,114490549532028928,[InputAction:Gameplay/LegsAbility]
