Key,Id,Spanish(es)
UI_MULTIPLAYER_OBSERVER_HELP_MESSAGE,70426781500239872,"Activa o desactiva la posibilidad de que un cuarto jugador se conecte a tus partidas únicamente en modo observador. Los observadores no pueden participar en el chat de voz, pero pueden ver la partida desde la perspectiva del anfitrión o de cualquier jugador conectado."
UI_MULTIPLAYER_OBSERVER_HELP_TITLE,70426780619436032,Habilitar observadores
UI_OPTS_ACCOUNT_RESET_BTN,70352075493404672,Restablecer cuenta
UI_OPTS_ACCOUNT_RESET_MESSAGE,70434640048877568,"<b>¡Advertencia!</b><br><br>Restablecerás el progreso de la cuenta a su estado inicial, lo que borrará todo el progreso del juego y los elementos desbloqueados."
UI_OPTS_ACCOUNT_RESET_TITLE,70434638551511040,Restablecer cuenta
UI_OPTS_ACCOUNT_TAB,68549317450723328,Cuenta
UI_OPTS_ACCOUNT_UNSTUCK_BTN,70352078584606720,¡Me atoré!
UI_OPTS_ACCOUNT_UNSTUCK_MESSAGE,70434646139006976,A veces te caes y no puedes levantarte. A veces estás entre la espada y la pared.<br><br>Esto te ayudará a reaparecer en el último punto de reaparición relevante.
UI_OPTS_ACCOUNT_UNSTUCK_TITLE,70434644754886656,Desatorarse
UI_OPTS_ACCOUNT_UPLOAD_LOGS_BTN,70352077099823104,Cargar registros
UI_OPTS_ACCOUNT_UPLOAD_LOGS_MESSAGE,70434643219771392,Sube tus registros de juego a OMG para su análisis y depuración.
UI_OPTS_ACCOUNT_UPLOAD_LOGS_TITLE,70434641781125120,Cargar registros de depuración
UI_OPTS_ADVANCED_GROUP,70287955960197120,Avanzado
UI_OPTS_AUDIO_DIALOGUE_VOL,70324071845261312,Volumen de diálogo
UI_OPTS_AUDIO_DIALOGUE_VOL_MESSAGE,70415465322573824,Controla el volumen del diálogo que aparece en las interacciones de imagen en imagen durante el juego. También controla el volumen del diálogo durante las escenas cinemáticas.<br><br>Presiona [InputAction:UI/Interact] para reproducir una prueba de sonido.
UI_OPTS_AUDIO_DIALOGUE_VOL_TITLE,70415464353689600,Volumen de diálogo
UI_OPTS_AUDIO_ENEMIES_VOL,70324078786834432,Volumen de enemigos
UI_OPTS_AUDIO_ENEMIES_VOL_MESSAGE,70417417343266816,Controla el volumen de los efectos de sonido procedentes de los enemigos.<br><br>Presiona [InputAction:UI/Interact] para reproducir una prueba de sonido.
UI_OPTS_AUDIO_ENEMIES_VOL_TITLE,70417416386965504,Volumen de enemigos
UI_OPTS_AUDIO_ENVIRONMENT_VOL,70324083664809984,Volumen del entorno
UI_OPTS_AUDIO_ENVIRONMENT_VOL_MESSAGE,70417712496439296,"Controla el volumen de los sonidos ambientales del entorno del juego, como el agua, los campos de fuerza, los pitidos y sonidos electrónicos.<br><br>Presiona [InputAction:UI/Interact] para reproducir una prueba de sonido."
UI_OPTS_AUDIO_ENVIRONMENT_VOL_TITLE,70417711691132928,Volumen del entorno
UI_OPTS_AUDIO_MASTER_VOL,70324061531467776,Volumen general
UI_OPTS_AUDIO_MASTER_VOL_MESSAGE,70415212070498304,Controla el volumen general de todo el audio del juego.
UI_OPTS_AUDIO_MASTER_VOL_TITLE,70415210757681152,Volumen general
UI_OPTS_AUDIO_MUSIC_VOL,70324070058487808,Volumen de la música
UI_OPTS_AUDIO_MUSIC_VOL_MESSAGE,70415382266966016,Controla el volumen de las pistas de música de fondo.
UI_OPTS_AUDIO_MUSIC_VOL_TITLE,70415381159669760,Volumen de la música
UI_OPTS_AUDIO_PLAYER_VOL,70324081903202304,Volumen del personaje
UI_OPTS_AUDIO_PLAYER_VOL_MESSAGE,70417544044802048,"Controla el volumen de los efectos de sonido que provienen de los personajes del jugador, incluyendo el intercambio de carne y el disparo de armas.<br><br>Presiona [InputAction:UI/Interact] para reproducir una prueba de sonido."
UI_OPTS_AUDIO_PLAYER_VOL_TITLE,70417543201746944,Volumen del personaje
UI_OPTS_AUDIO_TAB,68549280075280384,Audio
UI_OPTS_AUDIO_UI_VOL,70324085401251840,Volumen de interfaz de usuario
UI_OPTS_AUDIO_UI_VOL_MESSAGE,70418003727937536,Controla el volumen de los sonidos al interactuar con el interfaz de usuario y los efectos de sonido.<br><br>Presiona [InputAction:UI/Interact] para reproducir una prueba de sonido.
UI_OPTS_AUDIO_UI_VOL_TITLE,70418002318651392,Volumen de interfaz de usuario
UI_OPTS_AUDIO_VOIP_CHAT_MODE,70324073653006336,Modo de chat de voz
UI_OPTS_AUDIO_VOIP_CHAT_MODE_MESSAGE,70415803299590144,Cómo se controla [InputAction:Global/PushToTalk] cuándo está activo el micrófono para el chat de voz en el juego.<br><br><b>Presiona para hablar</b><br>Mantén presionado [InputAction:Global/PushToTalk] al hablar.<br><br><b>Activar</b><br>Presiona [InputAction:Global/PushToTalk] una vez para activar el micrófono. El micrófono permanecerá activo hasta que presiones [InputAction:Global/PushToTalk] de nuevo para apagarlo.<br><br><b>Micrófono abierto</b><br>No es necesario pulsar ninguna tecla. El micrófono está siempre activo.
UI_OPTS_AUDIO_VOIP_CHAT_MODE_TITLE,70415802246819840,Modo de chat de voz
UI_OPTS_AUDIO_VOIP_VOL,70324075414614016,Volumen del chat de voz
UI_OPTS_AUDIO_VOIP_VOL_MESSAGE,70417228972879872,Controla el volumen general del chat de voz del juego.<br><br>Presiona [InputAction:UI/Interact] para reproducir una prueba de audio.
UI_OPTS_AUDIO_VOIP_VOL_TITLE,70417227920109568,Volumen del chat de voz
UI_OPTS_BACK_INPUT,68857711046881280,[InputAction:UI/Cancel] Atrás
UI_OPTS_BLOCK_BTN,69867107889639424,Bloquear
UI_OPTS_BLOCK_PLAYER_MESSAGE,70418828219052032,- Bloquea las invitaciones a juegos que te envíen<br>- Les impide unirse o interactuar con los juegos que organices<br>- Silencia los usuarios durante los juegos a los que te unes si están presentes
UI_OPTS_BLOCK_PLAYER_TITLE,70418745436073984,Bloquear jugador
UI_OPTS_BUTTON_LAYOUT_TITLE,70422436385845248,Disposición de botones
UI_OPTS_BUTTONBINDINGS_GROUP,70738650857402368,Vinculación de botones
UI_OPTS_CONTROLLER_TAB,68549200207343616,Control
UI_OPTS_DEFAULT_HELP_MESSAGE,70399200684077056,Texto de ayuda no implementado
UI_OPTS_DEFAULT_HELP_TITLE,70399197446074368,Título de ayuda no implementado
UI_OPTS_EXIT,67081951311228928,Salir del juego
UI_OPTS_FX_GROUP,70324077025226752,Efectos especiales
UI_OPTS_GAMEPAD_AIM_ASSIST_STRENGTH,70282068478586880,Fuerza de asistencia al apuntar
UI_OPTS_GAMEPAD_AIM_ASSIST_STRENGTH_HELP_MESSAGE,70414381661220864,"La fuerza con la que el sistema de asistencia al apuntar atraerá tu retícula hacia el objetivo más cercano. <br><br>La asistencia al apuntar se activa: a) entre retrocesos del arma mientras mantienes presionado el gatillo, y b) cuando el gatillo solo se presiona ligeramente.<br><br>Los valores más altos se ajustan al objetivo más rápidamente."
UI_OPTS_GAMEPAD_AIM_ASSIST_STRENGTH_HELP_TITLE,70414380562313216,Fuerza de asistencia al apuntar
UI_OPTS_GAMEPAD_AIM_SENSITIVITY,70282066817642496,Sensibilidad del objetivo
UI_OPTS_GAMEPAD_AIM_SENSITIVITY_HELP_MESSAGE,70414082783506432,La relación entre la sensibilidad general del mando y el gatillo mientras se mantiene pulsado para disparar. <br><br>Disminuye este valor si deseas menos sensibilidad y un control más preciso del puntero al disparar.
UI_OPTS_GAMEPAD_AIM_SENSITIVITY_HELP_TITLE,70414081336471552,Sensibilidad del objetivo
UI_OPTS_GAMEPAD_INVERT_LOOK,70282043379871744,Invertir eje Y (vista)
UI_OPTS_GAMEPAD_INVERT_LOOK_HELP_MESSAGE,70412802040197120,"Activa o desactiva la inversión del control. <br><br>Cuando está activada, tu personaje mirará hacia abajo cuando se mueva el control hacia arriba."
UI_OPTS_GAMEPAD_INVERT_LOOK_HELP_TITLE,70412800836431872,Invertir eje Y (control de juego)
UI_OPTS_GAMEPAD_INVERT_MOVE,70282061679620096,Invertir eje Y (movimiento)
UI_OPTS_GAMEPAD_INVERT_MOVE_HELP_MESSAGE,70412958634536960,"Activa o desactiva la inversión del movimiento cuando se utiliza un control. <br><br>Invierte el movimiento hacia adelante o atrás de los personajes.<br><br>Rara vez es necesario, pero a veces resulta útil en controles antiguos."
UI_OPTS_GAMEPAD_INVERT_MOVE_HELP_TITLE,70412957338497024,Invertir eje de movimiento (control)
UI_OPTS_GAMEPAD_LOOK_SPEED_X,70282063558668288,Velocidad horizontal del control
UI_OPTS_GAMEPAD_LOOK_SPEED_X_HELP_MESSAGE,70413633917480960,Ajusta la sensibilidad en el eje lado a lado cuando uses un control.
UI_OPTS_GAMEPAD_LOOK_SPEED_X_HELP_TITLE,70413632646606848,Velocidad horizontal del control
UI_OPTS_GAMEPAD_LOOK_SPEED_Y,70282065131532288,Velocidad vertical del control
UI_OPTS_GAMEPAD_LOOK_SPEED_Y_HELP_MESSAGE,70413813823762432,Ajusta la sensibilidad en el eje arriba o abajo cuando uses un control.
UI_OPTS_GAMEPAD_LOOK_SPEED_Y_HELP_TITLE,70413812913598464,Velocidad vertical del control
UI_OPTS_GAMEPLAY_TAB,68549116929437696,Jugabilidad
UI_OPTS_GENERAL_GROUP,70287948653719552,General
UI_OPTS_INPUT_GROUP,70279105097953280,Entrada
UI_OPTS_INVITE_PLAYERS_BTN,70418305227091968,Invitar jugador
UI_OPTS_KEYBIND_CANCEL_PROMPT,70421608761585664,[InputAction:UI/Cancel] para cancelar
UI_OPTS_KEYBIND_ERROR_CANCEL,70422066154631168,Cancelar
UI_OPTS_KEYBIND_ERROR_CONFIRM,70422064200085504,Confirmar
UI_OPTS_KEYBIND_ERROR_TITLE,70421791478050816,Tecla ya vinculada
UI_OPTS_KEYBIND_GROUP_COMMUNICATION,70420944467718144,Comunicación
UI_OPTS_KEYBIND_GROUP_MISC,70420950109057024,Otro
UI_OPTS_KEYBIND_GROUP_MOVEMENT,70420842411913216,Movimiento
UI_OPTS_KEYBIND_GROUP_WEAPONS,70420902256242688,Armas y habilidades
UI_OPTS_KEYBIND_PROMPT,70421315709759488,Presiona cualquier tecla
UI_OPTS_KEYBIND_PROMPT_GAMEPAD,70422265480540160,Presiona cualquier botón
UI_OPTS_KEYBINDS_GROUP,70738498176348160,Atajos de teclado
UI_OPTS_KEYBOARD_TAB,68549159149301760,Teclado
UI_OPTS_KICK_BTN,69867067745955840,Expulsar
UI_OPTS_KICK_PLAYER_MESSAGE,70418717061607424,- Expulsa al jugador del juego actual.<br>- El jugador no puede intentar unirse de nuevo desde el menú principal.
UI_OPTS_KICK_PLAYER_TITLE,70418437070843904,Expulsar jugador
UI_OPTS_LOG_UPLOAD_COMPLETE_MSG,71062034984136704,Tus registros de depuración se subieron a OMG.<br>¡Gracias por tu reporte!
UI_OPTS_LOG_UPLOAD_COMPLETE_TITLE,71062033079922688,Carga de registro completada
UI_OPTS_MOUSE_INVERT_Y,70272412423221248,Invertir eje Y
UI_OPTS_MOUSE_INVERT_Y_HELP_MESSAGE,70412173477605376,"Activa o desactiva la inversión de la cámara al usar el ratón. <br><br>Cuando está activada, tu personaje mirará hacia abajo cuando se mueva el control hacia arriba."
UI_OPTS_MOUSE_INVERT_Y_HELP_TITLE,70412171606945792,Invertir eje Y (ratón)
UI_OPTS_MOUSE_SPEED_X,70272546573840384,Velocidad horizontal del ratón
UI_OPTS_MOUSE_SPEED_X_HELP_MESSAGE,70412460183449600,Sensibilidad del mouse en el eje lado a lado.
UI_OPTS_MOUSE_SPEED_X_HELP_TITLE,70412458447007744,Velocidad horizontal del ratón
UI_OPTS_MOUSE_SPEED_Y,70272548553551872,Velocidad vertical del ratón
UI_OPTS_MOUSE_SPEED_Y_HELP_MESSAGE,70412693684547584,Sensibilidad del mouse en el eje arriba a abajo.
UI_OPTS_MOUSE_SPEED_Y_HELP_TITLE,70412692216541184,Velocidad vertical del mouse
UI_OPTS_MULTIPLAYER_TITLE,69893490762248192,Multijugador
UI_OPTS_MUTE_BTN,69867030940938240,Silenciar
UI_OPTS_QUIT_TO_MAINMENU,67081878519083008,Salir al menú principal
UI_OPTS_RANGUS_TITLE,68857709201387520,Menú de Rangus
UI_OPTS_RESET_DEFAULT_CANCEL,70371653040664576,Cancelar
UI_OPTS_RESET_DEFAULT_CONFIRM,70371646627573760,Sí
UI_OPTS_RESET_DEFAULT_MSG,70371438707535872,¿Deseas restaurar estos ajustes a sus valores predeterminados?
UI_OPTS_RESET_DEFAULT_TITLE,70371436950122496,¿Restaurar a los valores predeterminados?
UI_OPTS_RESTORE_DEFAULTS_BTN,70244262565834752,Restaurar a los valores predeterminados
UI_OPTS_RETURN_MOTHERSHIP,67081787087450112,Abandonar partida
UI_OPTS_SAVE_APPLY,71090571845758976,[InputAction:UI/Submit] Aplicar
UI_OPTS_SELECT_INPUT,68857825807233024,[InputAction:UI/Submit] Seleccionar
UI_OPTS_TAB_LEFT,68548893402394624,[InputAction:UI/PreviousTab]
UI_OPTS_TAB_RIGHT,68549357606989824,[InputAction:UI/NextTab]
UI_OPTS_UNMUTE_BTN,69869271953371136,Activar sonido
UI_OPTS_VIDEO_QUALITY,70287954148257792,Calidad
UI_OPTS_VIDEO_QUALITY_MESSAGE,70411523725389824,"El nivel general de calidad gráfica. Va de 0 a 5, y las opciones más altas proporcionan un mayor detalle gráfico. <br><br>Esta configuración influye en los ajustes gráficos subyacentes, como el antialiasing, el tamaño de las texturas, el nivel de detalle (LOD) en las distancias, etc."
UI_OPTS_VIDEO_QUALITY_TITLE,70411522215440384,Nivel de calidad
UI_OPTS_VIDEO_RESOLUTION,70318948783943680,Resolución
UI_OPTS_VIDEO_RESOLUTION_MESSAGE,70399271093858304,"El ancho, la altura y la frecuencia de actualización con los que se mostrará la ventana del juego. <br><br>Esta configuración solo está disponible en modo Pantalla completa o Ventana."
UI_OPTS_VIDEO_RESOLUTION_TITLE,70399256933888000,Resolución de pantalla
UI_OPTS_VIDEO_TAB,68549243832299520,Video
UI_OPTS_VIDEO_WINDOW_MODE,70287952470536192,Modo de pantalla
UI_OPTS_VIDEO_WINDOW_MODE_MESSAGE,70399243101073408,"<b>Pantalla completa</b><br>Acceso dedicado a pantalla completa para el motor del juego.<br><br><b>Pantalla completa en una ventana</b><br>Una ventana sin bordes configurada con la misma resolución nativa que su pantalla.<br><br><b>Modo ventana</b><br>Una ventana de juego redimensionable con controles nativos para minimizar, maximizar y redimensionar."
UI_OPTS_VIDEO_WINDOW_MODE_TITLE,70399203120967680,Modo de pantalla
DEATH_SCREEN_KILLED_BY_FMT,73552691249274880,Eliminado por <color=#FFC700>{CreatureName}</color>
UI_ANNOUNCEMENT_LEVEL_UP_RESUME,74296320918020096,Reanudando en {seconds} segundos.
UI_ANNOUNCEMENT_DIFFICULTY_FMT,74296319433236480,{difficulty}{ascension:cond:>0? Ascension {}|}
UI_ANNOUNCEMENT_ENTER_PLANET_FMT,74296317638074368,Entrando en {planet}
,71029377494671360,Reaparece pagando <color=#{ColorStr}>{CostSeconds} s</color> en el<color=#{ColorStr}> Tiempo de cazador</color>
UI_REQUIREMENT_CARLQUEST_FMT,74971176676352000,"Completa la misión: ""{quest}"""
UI_REQUIREMENT_SMARTMEAT_RANK,75676449292410880,Mejora tu carne inteligente al rango {rank}
UI_REQUIREMENT_CAUGHTFISH,75676451393757184,Atrapa {count:plural:{} pece|{} peces}
UI_REQUIREMENT_PROGRESS_FMT,75687597366566912,<color=#{color}>{count}</color>/{total}
UI_SAVEMGMT_EMPLOYEE_NAME,76455159420350464,Empleado {EmployeeNumber}
UI_CHANGE_DIFFICULTY_TO_FMT,76472743611064320,Cambiar la dificultad del juego a {difficulty}
UI_SAVEMGMT_COMPLETION_SHORT,76455871910965248,{CompletionPercent} %
UI_SAVEMGMT_SYSTEM_STATUS_SHORT,76455956396830720,Sistema {CurrentSystem}/{SystemCount}
UI_SAVEMGMT_PLAYTIME_SHORT,76456085350707200,{Days:D2}:{Hours:D2}:{Minutes:D2}
UI_SAVEMGMT_GLIZZY_COUNT,76457598835945472,{GlizzyCount}
UI_SAVEMGMT_CARLCOIN_COUNT,76457673867849728,{CarlCoinCount}
UI_SAVEMGMT_DATAPOINT_COUNT,76457671896526848,{DataPointCount}
UI_SAVEMGMT_PLAYTIME_LONG,76458052697387008,Tiempo jugado: {Days:D2}:{Hours:D2}:{Minutes:D2}
UI_SAVEMGMT_COMPLETION_LONG,76458159945740288,Finalización: {CompletionPercent} %
UI_SAVEMGMT_BIRTHDAYS_DATA,76458893697282048,{BirthdayCount}
UI_SAVEMGMT_CAMPAIGN_PROGRESS_DATA,76459164905172992,Sistema {CurrentSystem}/{SystemCount}<br>{CurrentSystemName} // {CurentPlanetName}
UI_CHANGE_DIFFICULTY_CLIENT,76472751513133056,Atrévete a pedirle al anfitrión a cambiar la dificultad del juego a {difficulty}
UI_SAVEMGMT_MSGBOX_DELETE_SAVE_MSG,76459477468901376,¿En verdad desear eliminar este archivo de guardado {EmployeeNumber}?<br>Esta acción no se puede deshacer.
UI_SAVEMGMT_MSGBOX_LOAD_SAVE_MSG,77150388238610432,¿Desea cargar el archivo de guardado del empleado {EmployeeNumber}?
UI_SAVEMGMT_DIFFICULTY_LONG,77171850999689216,Dificultad: {Difficulty}
UI_SAVEMGMT_DIFFICULTY_SHORT,77171691624525824,{Difficulty}{Ascension:cond:>0? A{}|}
UI_SAVEMGMT_MSGBOX_CREATE_SAVE_MSG,77599484736892928,Crear empleado de Rangus {EmployeeNumber}
UI_GALAXYMAP_MODE_SCRIPTED,76942188812951552,Sistema {index}
COMMON_SIDEQUESTS,74560833584095232,Misiones secundarias
CONTROL_PANEL,71374858701537280,Panel de control
DEATH_FINAL_TITLE,74209383469277184,Carne muerta
DEATH_LAST_CHANCE,73578787034357760,¡Última oportunidad!
DEATH_RESPAWNING_TITLE,73560258369282048,Reaparición
HUD_CHECKPOINT_TOAST,71718200525385728,¡Punto de control guardado!
UI_ANNOUNCEMENT_HOST_PAUSED,74296313619931136,El anfitrión pausó el juego.
UI_ANNOUNCEMENT_LEVEL_UP,74296314148413440,Los jugadores están eligiendo recompensas por subir de nivel.
UI_BOLTBURGER_CONFIGURE,71287883359576064,Configuración de empleados
UI_BOLTBURGER_INTERACT,71029788435800064,<color=yellow>¡Escapa!</color>
UI_BOLTBURGER_NAME,71029706948861952,Hamburtrueno
UI_CARLTERMINAL_CLAIM_BTN_REQUIREMENTS_LOCKED,74607019393277952,No se reunieron los requisitos.
UI_CARLTERMINAL_COMPLETED,73167992798568448,Completado
UI_CARLTERMINAL_QUESTS,73167908547584000,Misiones
UI_CARLTERMINAL_UPGRADES,73167953896398848,Actualizaciones
UI_DAMAGE_TEXT,71027131851726848,Daño
UI_ENDSTAGE_DATA,71871687346348032,Datos
UI_ENDSTAGE_LOADOUT,71871691788115968,Equipamiento
UI_ENDSTAGE_REWARDS,71871690248806400,Recompensas
UI_ENDSTAGE_STATS,71871688839520256,Estadísticas
UI_GATHERNODE_REQUIREMENT,71029905968586752,<color=red>Requiere {Requirement}</color>
UI_HEALTHPICKUP_INTERACT,71039570580332544,Recupera {percentage:percent()} % de salud
UI_HEALTHPICKUP_NAME,71039568562872320,Estación de salud
UI_INFOTERMINAL_INTERACT,71029517936746496,Abierto
UI_INFOTERMINAL_NAME,71029479261069312,Códice
UI_INTERACT_PIN,71029310960427008,Fijar
UI_INTERACTION_MEAT,71029281604493312,Levantar
UI_LOADOUT_EQUIPPED_NONE,70975984860389376,Ninguno
UI_LOADOUT_SLOT_FLAIR,71008883575873536,Estilo
UI_LOADOUT_SLOT_MELEE,71006502045868032,Cuerpo a cuerpo
UI_LOADOUT_SLOT_PRIMARY,71006497910284288,Primario
UI_LOADOUT_SLOT_SECONDARY,71006500313620480,Secundario
UI_LOADOUT_SLOT_ULTIMATE,71006503694229504,Carne misteriosa
UI_LOBBY_TV_NAME,71282475156889600,El tubo
UI_LOBBY_TV_OFF,71282478541692928,<color=yellow>Apaga esta porquería</color>
UI_LOBBY_TV_ON,71282477010771968,<color=yellow>Ve la capacitación para empleados</color>
UI_MEAT_PART_HEAD,71029987690405888,Cabeza
UI_MEAT_PART_LEGS,71030042077945856,Piernas
UI_MEAT_PART_TORSO,71030010549362688,Torso
UI_MEATCORE_INTERACT,71029870979702784,Comenzar la cosecha
UI_MEATCORE_NAME,71029824678780928,Núcleo de carne
UI_MEATLOCKER_BACK,74561067920846848,[InputAction:UI/Cancel] Atrás
UI_MEATLOCKER_EQUIP_BTN,74561255393652736,[InputAction:UI/Submit] Equipar
UI_MEATLOCKER_INTERACT_NAME,74562836717563904,Almacén de carne
UI_MEATLOCKER_INTERACT_PROMPT,74562840249167872,Cambiar cosméticos
UI_MEATLOCKER_ROTATE,74561363761885184,Girar
UI_MEATLOCKER_SUBTITLE,74560978846412800,// Cambiar cosméticos
UI_MEATLOCKER_TITLE,74560976120115200,Almacén de carne
UI_MEATNAME_MISSING,71030073136766976,Carne faltante
UI_MODESELECT_DEMOPROGRESS,73195958265962496,El progreso en el demo se transfiere al juego completo
UI_OPTS_GENERAL_TAB,75389016626622464,General
UI_OPTS_LOC_GROUP,75400145952239616,Localización
UI_OPTS_LOCALE,75400155171319808,Idioma
UI_OPTS_LOCALE_HELP_MESSAGE,75399913063510016,Selecciona el idioma que prefieras leer el texto del juego.
UI_OPTS_LOCALE_HELP_TITLE,75399909397688320,Idioma
UI_REQUIREMENT_CURRENCY,73516433013727232,Consigue {amount}{currency}
UI_REQUIREMENT_UNLOCK_ARTIFACT,73516434381070336,Desbloquea {Count} {Count:plural:habilidad|habilidades} de artefacto
UI_REQUIREMENT_UNLOCK_FLAIR,73516449342152704,Desbloquea {Count}{Count:plural:prenda|prendas} de estilo
UI_REQUIREMENT_UNLOCK_WEAPON,73516435505143808,Desbloquea {Count:plural:{} arma|{} armas}
UI_REQUIREMENT_WEAPONRANK_ANY,73516429897359360,Sube de nivel cualquier arma al rango {rank}
UI_REQUIREMENT_WEAPONRANK_SPECIFIC,73516431621218304,Sube de nivel{family} al rango {rank}
UI_RESPAWN_HUNTER_COST_FMT,71029344326115328,[ TEMPORIZADOR DE REAPARICIÓN: {CostSeconds} s ]
UI_SAVEMGMT_BIRTHDAYS_HEADER,76458631045771264,Cumpleaños:
UI_SAVEMGMT_CAMPAIGN_PROGRESS_HEADER,76458491664855040,Progreso de la campaña:
UI_SAVEMGMT_CREATE_EMPLOYEE_BTN,76458001149390848,+ Crear nuevo empleado
UI_SAVEMGMT_CURRENT_LOCATION_HEADER,76458409695571968,Ubicación actual:
UI_SAVEMGMT_DELETE_SAVE_BTN,76458682354692096,[InputAction:UI/Revert] Eliminar archivo de guardado
UI_SAVEMGMT_MSGBOX_CONFIRM,76459568292360192,Eliminar archivo de guardado
UI_SAVEMGMT_MSGBOX_DELETE_SAVE_TITLE,76459424876523520,¿Borrar archivo de guardado?
UI_SAVEMGMT_SAVE_BTN_DETAIL,76457884715511808,Cambiar
UI_SAVEMGMT_SAVE_BTN_TITLE,76457842160103424,Guardar archivo
UI_SAVEMGMT_SAVE_DETAIL_TITLE,76458374538915840,Guardar detalles
UI_SAVEMGMT_TITLE_BAR,76459334883536896,Cargar guardado
UI_SMARTMEAT_NAME,71029965485760512,Carne inteligente
UI_TRAVEL_LOBBY,71871682891997184,Regresar a
UI_TRAVEL_PLANET,71871685479882752,Próximo planeta
UI_REQUIREMENT_LIFETIME_MATERIALS,81909229068214272,Recolecta {currency}
UI_REQUIREMENT_LIFETIME_FISH,81905413581168640,Atrapa {currency}
UI_REQUIREMENT_LIFETIME_CURRENCY,81905411479822336,Ganar {currency}
UI_TUTORIALPOPUP_PAGE_FMT,86949908160962560,{Current}/{Total}
MODE_SELECT_CONTINUE_BTN_FMT,88516393607032832,Sistema {SystemNum} - {PlanetName}
UI_REQUIREMENT_STAT_NONABANDONEDRUNS_FMT,88708929729585152,Completa {count} partida(s)
UI_RUNINFO_PLANET_FMT,89160784477675520,> PLANETA{current} /{total} :{planet}
UI_OBSERVER_PLAYER,89551157478748160,Observando a {PlayerName}
UI_OBSERVER_NEXT_PLAYER_BINDING,89551067078914048,Observa al siguiente jugador ([InputAction:Observer/FollowNextPlayer])
DirtbagName,84665500557934592,Desmán
TommyTank,84665130641293312,Tanque de Tommy
UI_BOLTBURGER_IGNORE_CARL,89059781141061632,Ignorar a Carl
UI_BOLTBURGER_TALK_TO_CARL_DESC,84438058676510720,Carl necesita hablar contigo antes de que te vayas a vagar por la galaxia.
UI_BOLTBURGER_TALK_TO_CARL_TITLE,84438056474501120,Habla con el gerente
UI_BUYNOWONSTEAM,78930206331494400,Comprar ahora en Steam
UI_CRITS_TEXT,80878169194749952,Críticos
UI_DIFFICULTY_SELECT_TITLE,81165014893846528,Selecciona tu nivel de dificultad
UI_DPS_TEXT,80878240179150848,Dps
UI_ENDSTAGE_CONSUMPTION,80927668453761024,Consumo del planeta
UI_ENDSTAGE_GATHERING_DISCLAIMER,80901562480713728,*Para participar en la recolección se requieren las licencias correspondientes
UI_ENDSTAGE_MATERIAL_FISHING,80927658316128256,Fosas de pesca
UI_ENDSTAGE_MATERIAL_MINING,80927660262285312,Nodos de minería
UI_ENDSTAGE_MATERIAL_TECH,80927662330077184,Tecnología antigua
UI_ENDSTAGE_NO_MATS_FOUND,80901560471642112,¡No se han detectado materiales!
UI_ENDSTAGE_PRIME_DIRECTIVES,80927664423034880,Directivas principales
UI_ENDSTAGE_SECONDARY_EVENTS,80927666520186880,Eventos secundarios
UI_GALAXYMAP_ASCENSION_OFF,78047682533253120,Ascensión: Desactivado
UI_GALAXYMAP_ASCENSION_ON,78047680209608704,Ascensión: Activado
UI_GALAXYMAP_BOSS,77085141590073344,Jefe
UI_GALAXYMAP_DIFFICULTY,77085143997603840,Dificultad
UI_GALAXYMAP_MODE_RANDOM,76942191665078272,Modo aleatorio
UI_GALAXYMAP_MODE_TUTORIAL,76942183263887360,Tutorial
UI_GALAXYMAP_MODIFIERS,77085146208002048,Modificadores
UI_GALAXYMAP_PLANETS,77085138289156096,Planetas
UI_GALAXYMAP_RANDOM_DESC,77848170049036288,"Todos los planetas, enemigos y encuentros con jefes son aleatorios."
UI_GALAXYMAP_TUTORIAL_DESC,77848167003971584,Aprende la mecánica y los conceptos básicos del juego en el nivel de dificultad más fácil.
UI_GALAXYMAP_UNKNOWN_BOSS,76942179224772608,???
UI_GALAXYMAP_UNKNOWN_PLANET,76942179686146048,???
UI_GALAXYSCREEN_ASCENSION_FMT,77181756770344960,Ascensión: {rank}
UI_GALAXYSCREEN_DIFFICULTY_FMT,77181621885722624,Dificultad: {difficulty}
UI_GALAXYSCREEN_MODIFIERS_FMT,77181851947491328,Modificadores: {count}/{max}
UI_GALAXYSELECT_DESTINATION_CURRENT,83744947004497920,Voy aquí
UI_GALAXYSELECT_DESTINATION_SET,83744951232356352,Establecer destino
UI_GALAXYSELECT_DIFFICULTY_NONE,83722034389966848,Sin completar
UI_GALAXYSELECT_HARDEST_LABEL,83711659535753216,Dificultad más alta completada:
UI_INTERACTION_LOCKED,81878672011681792,Bloqueado
UI_ITEMCONTAINER_INTERACT,86195284344823808,Reclamar recompensas de artículos
UI_ITEMCONTAINER_NAME,86195272869208064,Contenedor de artículos
UI_KILLS_TEXT,80877989049393152,Eliminaciones
UI_MARKER_FREEMEAT,78544246305447936,¡Carne gratis!
UI_MATERIALS_TITLE,80900142813667328,Materiales
UI_OBSERVER_INACTIVE,89551914265407488,Pulsa <color=yellow>[InputAction:Observer/FollowNextPlayer]</color> para observar a tus amigos que te dejaron morir
UI_OPTS_DEBUG_TAB,78987062803361792,Depurar
UI_RUNINFO_DIFFICULTY_TITLE,89147099684265984,Dificultad:
UI_RUNINFO_MODE_TITLE,89160478117322752,Privacidad:
